ID_Q;CUARTO;ID_partido;#;EQUIPO;JORNADA;RESULTADO;RIVAL;RESULTADO_RIVAL;LOCAL;TITULAR;VICTORIA;MIN_Q;SEG_Q;PTS_Q;TCA_Q;TCI_Q;TCF_Q;T2A_Q;T2I_Q;T2F_Q;T3A_Q;T3I_Q;T3F_Q;TLA_Q;TLI_Q;TLF_Q;RO_Q;RD_Q;RT_Q;ASI_Q;PER_Q;REC_Q;TAP_Q;TAPR_Q;FP_Q;FPR_Q;MAT_Q;+/-_Q;VAL_Q;MIN_Eq_Q;PTS_Eq_Q;TCA_Eq_Q;TCI_Eq_Q;TCF_Eq_Q;T2A_Eq_Q;T2I_Eq_Q;T2F_Eq_Q;T3A_Eq_Q;T3I_Eq_Q;T3F_Eq_Q;TLA_Eq_Q;TLI_Eq_Q;TLF_Eq_Q;RO_Eq_Q;RD_Eq_Q;RT_Eq_Q;ASI_Eq_Q;PER_Eq_Q;REC_Eq_Q;TAP_Eq_Q;TAPR_Eq_Q;FP_Eq_Q;FPR_Eq_Q;MAT_Eq_Q;VAL_Eq_Q
13_RMB_J2_Q1;1;13_RMB_J2;13;RMB;2;100;BKN;105;False;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;34;11;16;5;8;10;2;3;6;3;9;9;0;0;7;7;7;1;4;0;0;4;7;1;49
14_RMB_J2_Q1;1;14_RMB_J2;14;RMB;2;100;BKN;105;False;True;False;5,583333333333333;335;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;1;0;0;1;1;0;6;5;20,0;34;11;16;5;8;10;2;3;6;3;9;9;0;0;7;7;7;1;4;0;0;4;7;1;49
16_RMB_J2_Q1;1;16_RMB_J2;16;RMB;2;100;BKN;105;False;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;34;11;16;5;8;10;2;3;6;3;9;9;0;0;7;7;7;1;4;0;0;4;7;1;49
20_RMB_J2_Q1;1;20_RMB_J2;20;RMB;2;100;BKN;105;False;False;False;3,75;225;4;2;2;0;2;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;1;9;6;20,0;34;11;16;5;8;10;2;3;6;3;9;9;0;0;7;7;7;1;4;0;0;4;7;1;49
22_RMB_J2_Q1;1;22_RMB_J2;22;RMB;2;100;BKN;105;False;True;False;6,25;375;4;2;2;0;2;2;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;0;7;4;20,0;34;11;16;5;8;10;2;3;6;3;9;9;0;0;7;7;7;1;4;0;0;4;7;1;49
23_RMB_J2_Q1;1;23_RMB_J2;23;RMB;2;100;BKN;105;False;False;False;4,416666666666667;265;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;9;1;20,0;34;11;16;5;8;10;2;3;6;3;9;9;0;0;7;7;7;1;4;0;0;4;7;1;49
24_RMB_J2_Q1;1;24_RMB_J2;24;RMB;2;100;BKN;105;False;True;False;5,066666666666666;304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;1;0;0;3;2;20,0;34;11;16;5;8;10;2;3;6;3;9;9;0;0;7;7;7;1;4;0;0;4;7;1;49
RMB_RMB_J2_Q1;1;RMB_RMB_J2;RMB;RMB;2;100;BKN;105;False;False;False;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;34;11;16;5;8;10;2;3;6;3;9;9;0;0;7;7;7;1;4;0;0;4;7;1;49
0_RMB_J2_Q2;2;0_RMB_J2;0;RMB;2;100;BKN;105;False;False;False;3,85;231;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;-3;1;20,0;24;9;15;6;6;8;2;3;7;4;3;3;0;0;4;4;6;6;3;0;0;7;4;1;22
1_RMB_J2_Q2;2;1_RMB_J2;1;RMB;2;100;BKN;105;False;True;False;4,75;285;0;0;2;2;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;-4;-4;20,0;24;9;15;6;6;8;2;3;7;4;3;3;0;0;4;4;6;6;3;0;0;7;4;1;22
7_RMB_J2_Q2;2;7_RMB_J2;7;RMB;2;100;BKN;105;False;False;False;7,816666666666666;469;8;3;5;2;2;2;0;1;3;2;1;1;0;0;0;0;2;3;1;0;0;0;2;0;-6;8;20,0;24;9;15;6;6;8;2;3;7;4;3;3;0;0;4;4;6;6;3;0;0;7;4;1;22
9_RMB_J2_Q2;2;9_RMB_J2;9;RMB;2;100;BKN;105;False;False;False;3,85;231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;-3;0;20,0;24;9;15;6;6;8;2;3;7;4;3;3;0;0;4;4;6;6;3;0;0;7;4;1;22
11_RMB_J2_Q2;2;11_RMB_J2;11;RMB;2;100;BKN;105;False;True;False;6,5;390;8;3;4;1;1;2;1;2;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;-5;7;20,0;24;9;15;6;6;8;2;3;7;4;3;3;0;0;4;4;6;6;3;0;0;7;4;1;22
13_RMB_J2_Q2;2;13_RMB_J2;13;RMB;2;100;BKN;105;False;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;24;9;15;6;6;8;2;3;7;4;3;3;0;0;4;4;6;6;3;0;0;7;4;1;22
14_RMB_J2_Q2;2;14_RMB_J2;14;RMB;2;100;BKN;105;False;True;False;6,15;369;5;2;2;0;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;-4;5;20,0;24;9;15;6;6;8;2;3;7;4;3;3;0;0;4;4;6;6;3;0;0;7;4;1;22
16_RMB_J2_Q2;2;16_RMB_J2;16;RMB;2;100;BKN;105;False;False;False;2,466666666666667;148;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-6;3;20,0;24;9;15;6;6;8;2;3;7;4;3;3;0;0;4;4;6;6;3;0;0;7;4;1;22
20_RMB_J2_Q2;2;20_RMB_J2;20;RMB;2;100;BKN;105;False;False;False;2,183333333333333;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;1;20,0;24;9;15;6;6;8;2;3;7;4;3;3;0;0;4;4;6;6;3;0;0;7;4;1;22
22_RMB_J2_Q2;2;22_RMB_J2;22;RMB;2;100;BKN;105;False;True;False;5,0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;1;0;0;0;0;0;1;1;20,0;24;9;15;6;6;8;2;3;7;4;3;3;0;0;4;4;6;6;3;0;0;7;4;1;22
23_RMB_J2_Q2;2;23_RMB_J2;23;RMB;2;100;BKN;105;False;False;False;5,25;315;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;-3;0;20,0;24;9;15;6;6;8;2;3;7;4;3;3;0;0;4;4;6;6;3;0;0;7;4;1;22
24_RMB_J2_Q2;2;24_RMB_J2;24;RMB;2;100;BKN;105;False;True;False;2,183333333333333;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;-1;-1;20,0;24;9;15;6;6;8;2;3;7;4;3;3;0;0;4;4;6;6;3;0;0;7;4;1;22
RMB_RMB_J2_Q2;2;RMB_RMB_J2;RMB;RMB;2;100;BKN;105;False;False;False;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;20,0;24;9;15;6;6;8;2;3;7;4;3;3;0;0;4;4;6;6;3;0;0;7;4;1;22
0_RMB_J2_Q3;3;0_RMB_J2;0;RMB;2;100;BKN;105;False;False;False;8,6;516;7;2;3;1;1;2;1;1;1;0;2;2;0;0;1;1;0;0;0;0;0;0;1;1;-6;8;20,0;23;7;18;11;4;12;8;3;6;3;6;8;2;6;4;10;3;3;1;1;0;4;5;1;23
1_RMB_J2_Q3;3;1_RMB_J2;1;RMB;2;100;BKN;105;False;True;False;6,466666666666667;388;3;1;2;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;-2;4;20,0;23;7;18;11;4;12;8;3;6;3;6;8;2;6;4;10;3;3;1;1;0;4;5;1;23
7_RMB_J2_Q3;3;7_RMB_J2;7;RMB;2;100;BKN;105;False;False;False;5,25;315;5;2;2;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-8;6;20,0;23;7;18;11;4;12;8;3;6;3;6;8;2;6;4;10;3;3;1;1;0;4;5;1;23
9_RMB_J2_Q3;3;9_RMB_J2;9;RMB;2;100;BKN;105;False;False;False;2,8333333333333335;170;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;20,0;23;7;18;11;4;12;8;3;6;3;6;8;2;6;4;10;3;3;1;1;0;4;5;1;23
11_RMB_J2_Q3;3;11_RMB_J2;11;RMB;2;100;BKN;105;False;True;False;3,816666666666667;229;0;0;2;2;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-9;-2;20,0;23;7;18;11;4;12;8;3;6;3;6;8;2;6;4;10;3;3;1;1;0;4;5;1;23
13_RMB_J2_Q3;3;13_RMB_J2;13;RMB;2;100;BKN;105;False;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;23;7;18;11;4;12;8;3;6;3;6;8;2;6;4;10;3;3;1;1;0;4;5;1;23
14_RMB_J2_Q3;3;14_RMB_J2;14;RMB;2;100;BKN;105;False;True;False;4,75;285;4;1;3;2;1;3;2;0;0;0;2;2;0;1;0;1;0;0;0;0;0;1;1;0;3;3;20,0;23;7;18;11;4;12;8;3;6;3;6;8;2;6;4;10;3;3;1;1;0;4;5;1;23
16_RMB_J2_Q3;3;16_RMB_J2;16;RMB;2;100;BKN;105;False;False;False;1,6;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;20,0;23;7;18;11;4;12;8;3;6;3;6;8;2;6;4;10;3;3;1;1;0;4;5;1;23
20_RMB_J2_Q3;3;20_RMB_J2;20;RMB;2;100;BKN;105;False;False;False;5,283333333333333;317;3;1;2;1;1;2;1;0;0;0;1;2;1;2;1;3;0;2;0;0;0;0;1;0;-9;3;20,0;23;7;18;11;4;12;8;3;6;3;6;8;2;6;4;10;3;3;1;1;0;4;5;1;23
22_RMB_J2_Q3;3;22_RMB_J2;22;RMB;2;100;BKN;105;False;True;False;3,1166666666666667;187;1;0;1;1;0;1;1;0;0;0;1;2;1;2;0;2;1;0;1;0;0;2;2;0;0;3;20,0;23;7;18;11;4;12;8;3;6;3;6;8;2;6;4;10;3;3;1;1;0;4;5;1;23
23_RMB_J2_Q3;3;23_RMB_J2;23;RMB;2;100;BKN;105;False;False;False;3,533333333333333;212;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-3;-2;20,0;23;7;18;11;4;12;8;3;6;3;6;8;2;6;4;10;3;3;1;1;0;4;5;1;23
24_RMB_J2_Q3;3;24_RMB_J2;24;RMB;2;100;BKN;105;False;True;False;4,75;285;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;3;0;20,0;23;7;18;11;4;12;8;3;6;3;6;8;2;6;4;10;3;3;1;1;0;4;5;1;23
RMB_RMB_J2_Q3;3;RMB_RMB_J2;RMB;RMB;2;100;BKN;105;False;False;False;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;23;7;18;11;4;12;8;3;6;3;6;8;2;6;4;10;3;3;1;1;0;4;5;1;23
0_RMB_J2_Q4;4;0_RMB_J2;0;RMB;2;100;BKN;105;False;False;False;9,366666666666667;562;4;1;1;0;1;1;0;0;0;0;2;2;0;1;1;2;0;0;1;0;0;1;1;0;-6;7;20,0;19;5;17;12;4;7;3;1;10;9;8;8;0;4;4;8;3;5;1;1;0;10;6;1;11
1_RMB_J2_Q4;4;1_RMB_J2;1;RMB;2;100;BKN;105;False;True;False;4,033333333333333;242;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;-3;-1;20,0;19;5;17;12;4;7;3;1;10;9;8;8;0;4;4;8;3;5;1;1;0;10;6;1;11
7_RMB_J2_Q4;4;7_RMB_J2;7;RMB;2;100;BKN;105;False;False;False;5,316666666666666;319;3;1;4;3;1;2;1;0;2;2;1;1;0;0;0;0;2;0;0;0;0;1;1;0;-1;2;20,0;19;5;17;12;4;7;3;1;10;9;8;8;0;4;4;8;3;5;1;1;0;10;6;1;11
9_RMB_J2_Q4;4;9_RMB_J2;9;RMB;2;100;BKN;105;False;False;False;0,3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;2;-4;20,0;19;5;17;12;4;7;3;1;10;9;8;8;0;4;4;8;3;5;1;1;0;10;6;1;11
11_RMB_J2_Q4;4;11_RMB_J2;11;RMB;2;100;BKN;105;False;True;False;5,316666666666666;319;5;1;3;2;1;1;0;0;2;2;3;3;0;0;2;2;0;2;0;0;0;0;1;1;-1;4;20,0;19;5;17;12;4;7;3;1;10;9;8;8;0;4;4;8;3;5;1;1;0;10;6;1;11
13_RMB_J2_Q4;4;13_RMB_J2;13;RMB;2;100;BKN;105;False;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;19;5;17;12;4;7;3;1;10;9;8;8;0;4;4;8;3;5;1;1;0;10;6;1;11
14_RMB_J2_Q4;4;14_RMB_J2;14;RMB;2;100;BKN;105;False;True;False;6,6;396;2;1;2;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;-9;1;20,0;19;5;17;12;4;7;3;1;10;9;8;8;0;4;4;8;3;5;1;1;0;10;6;1;11
16_RMB_J2_Q4;4;16_RMB_J2;16;RMB;2;100;BKN;105;False;False;False;0,9166666666666666;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;-3;-2;20,0;19;5;17;12;4;7;3;1;10;9;8;8;0;4;4;8;3;5;1;1;0;10;6;1;11
20_RMB_J2_Q4;4;20_RMB_J2;20;RMB;2;100;BKN;105;False;False;False;3,7666666666666666;226;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;-5;1;20,0;19;5;17;12;4;7;3;1;10;9;8;8;0;4;4;8;3;5;1;1;0;10;6;1;11
22_RMB_J2_Q4;4;22_RMB_J2;22;RMB;2;100;BKN;105;False;True;False;4,033333333333333;242;2;0;1;1;0;1;1;0;0;0;2;2;0;0;0;0;0;0;0;1;0;1;2;0;-3;3;20,0;19;5;17;12;4;7;3;1;10;9;8;8;0;4;4;8;3;5;1;1;0;10;6;1;11
23_RMB_J2_Q4;4;23_RMB_J2;23;RMB;2;100;BKN;105;False;False;False;5,666666666666667;340;3;1;3;2;0;0;0;1;3;2;0;0;0;1;0;1;0;1;0;0;0;0;0;0;-8;1;20,0;19;5;17;12;4;7;3;1;10;9;8;8;0;4;4;8;3;5;1;1;0;10;6;1;11
24_RMB_J2_Q4;4;24_RMB_J2;24;RMB;2;100;BKN;105;False;True;False;4,683333333333334;281;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;-8;0;20,0;19;5;17;12;4;7;3;1;10;9;8;8;0;4;4;8;3;5;1;1;0;10;6;1;11
RMB_RMB_J2_Q4;4;RMB_RMB_J2;RMB;RMB;2;100;BKN;105;False;False;False;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1;20,0;19;5;17;12;4;7;3;1;10;9;8;8;0;4;4;8;3;5;1;1;0;10;6;1;11
0_BAX_J3_Q1;1;0_BAX_J3;0;BAX;3;80;DGC;87;True;False;False;4,166666666666667;250;3;0;0;0;0;0;0;0;0;0;3;4;1;0;0;0;0;0;0;1;0;0;2;0;-4;5;20,0;19;5;16;11;3;8;5;2;8;6;7;9;2;2;6;8;5;2;0;1;3;5;6;0;16
2_BAX_J3_Q1;1;2_BAX_J3;2;BAX;3;80;DGC;87;True;True;False;5,833333333333333;350;0;0;4;4;0;3;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;-8;-4;20,0;19;5;16;11;3;8;5;2;8;6;7;9;2;2;6;8;5;2;0;1;3;5;6;0;16
4_BAX_J3_Q1;1;4_BAX_J3;4;BAX;3;80;DGC;87;True;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;19;5;16;11;3;8;5;2;8;6;7;9;2;2;6;8;5;2;0;1;3;5;6;0;16
8_BAX_J3_Q1;1;8_BAX_J3;8;BAX;3;80;DGC;87;True;False;False;5,033333333333333;302;7;2;2;0;1;1;0;1;1;0;2;3;1;0;0;0;0;1;0;0;0;0;2;0;-5;7;20,0;19;5;16;11;3;8;5;2;8;6;7;9;2;2;6;8;5;2;0;1;3;5;6;0;16
11_BAX_J3_Q1;1;11_BAX_J3;11;BAX;3;80;DGC;87;True;True;False;4,966666666666667;298;4;1;2;1;1;1;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;1;1;0;-7;3;20,0;19;5;16;11;3;8;5;2;8;6;7;9;2;2;6;8;5;2;0;1;3;5;6;0;16
12_BAX_J3_Q1;1;12_BAX_J3;12;BAX;3;80;DGC;87;True;True;False;6,45;387;0;0;1;1;0;0;0;0;1;1;0;0;0;1;1;2;0;0;0;0;0;1;0;0;-12;0;20,0;19;5;16;11;3;8;5;2;8;6;7;9;2;2;6;8;5;2;0;1;3;5;6;0;16
19_BAX_J3_Q1;1;19_BAX_J3;19;BAX;3;80;DGC;87;True;False;False;3,55;213;3;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;20,0;19;5;16;11;3;8;5;2;8;6;7;9;2;2;6;8;5;2;0;1;3;5;6;0;16
32_BAX_J3_Q1;1;32_BAX_J3;32;BAX;3;80;DGC;87;True;False;False;5,033333333333333;302;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;-5;-3;20,0;19;5;16;11;3;8;5;2;8;6;7;9;2;2;6;8;5;2;0;1;3;5;6;0;16
33_BAX_J3_Q1;1;33_BAX_J3;33;BAX;3;80;DGC;87;True;True;False;5,833333333333333;350;2;1;2;1;1;2;1;0;0;0;0;0;0;1;4;5;1;1;0;0;1;1;0;0;-8;4;20,0;19;5;16;11;3;8;5;2;8;6;7;9;2;2;6;8;5;2;0;1;3;5;6;0;16
47_BAX_J3_Q1;1;47_BAX_J3;47;BAX;3;80;DGC;87;True;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;19;5;16;11;3;8;5;2;8;6;7;9;2;2;6;8;5;2;0;1;3;5;6;0;16
55_BAX_J3_Q1;1;55_BAX_J3;55;BAX;3;80;DGC;87;True;False;False;4,166666666666667;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;1;0;-4;5;20,0;19;5;16;11;3;8;5;2;8;6;7;9;2;2;6;8;5;2;0;1;3;5;6;0;16
99_BAX_J3_Q1;1;99_BAX_J3;99;BAX;3;80;DGC;87;True;True;False;4,966666666666667;298;0;0;3;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-7;-4;20,0;19;5;16;11;3;8;5;2;8;6;7;9;2;2;6;8;5;2;0;1;3;5;6;0;16
BAX_BAX_J3_Q1;1;BAX_BAX_J3;BAX;BAX;3;80;DGC;87;True;False;False;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;19;5;16;11;3;8;5;2;8;6;7;9;2;2;6;8;5;2;0;1;3;5;6;0;16
0_BAX_J3_Q2;2;0_BAX_J3;0;BAX;3;80;DGC;87;True;False;False;7,966666666666667;478;6;3;4;1;3;4;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;3;3;6;20,0;28;11;17;6;5;9;4;6;8;2;0;0;0;2;3;5;8;1;1;0;0;3;4;3;36
2_BAX_J3_Q2;2;2_BAX_J3;2;BAX;3;80;DGC;87;True;True;False;3,433333333333333;206;3;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4;3;20,0;28;11;17;6;5;9;4;6;8;2;0;0;0;2;3;5;8;1;1;0;0;3;4;3;36
4_BAX_J3_Q2;2;4_BAX_J3;4;BAX;3;80;DGC;87;True;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;28;11;17;6;5;9;4;6;8;2;0;0;0;2;3;5;8;1;1;0;0;3;4;3;36
8_BAX_J3_Q2;2;8_BAX_J3;8;BAX;3;80;DGC;87;True;False;False;6,566666666666666;394;3;1;2;1;0;0;0;1;2;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;2;3;20,0;28;11;17;6;5;9;4;6;8;2;0;0;0;2;3;5;8;1;1;0;0;3;4;3;36
11_BAX_J3_Q2;2;11_BAX_J3;11;BAX;3;80;DGC;87;True;True;False;3,433333333333333;206;2;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;4;4;20,0;28;11;17;6;5;9;4;6;8;2;0;0;0;2;3;5;8;1;1;0;0;3;4;3;36
12_BAX_J3_Q2;2;12_BAX_J3;12;BAX;3;80;DGC;87;True;True;False;3,9833333333333334;239;3;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;4;20,0;28;11;17;6;5;9;4;6;8;2;0;0;0;2;3;5;8;1;1;0;0;3;4;3;36
19_BAX_J3_Q2;2;19_BAX_J3;19;BAX;3;80;DGC;87;True;False;False;6,016666666666667;361;3;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;3;6;20,0;28;11;17;6;5;9;4;6;8;2;0;0;0;2;3;5;8;1;1;0;0;3;4;3;36
32_BAX_J3_Q2;2;32_BAX_J3;32;BAX;3;80;DGC;87;True;False;False;4,6;276;0;0;3;3;0;2;2;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-1;-1;20,0;28;11;17;6;5;9;4;6;8;2;0;0;0;2;3;5;8;1;1;0;0;3;4;3;36
33_BAX_J3_Q2;2;33_BAX_J3;33;BAX;3;80;DGC;87;True;True;False;2,033333333333333;122;2;1;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;20,0;28;11;17;6;5;9;4;6;8;2;0;0;0;2;3;5;8;1;1;0;0;3;4;3;36
47_BAX_J3_Q2;2;47_BAX_J3;47;BAX;3;80;DGC;87;True;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;28;11;17;6;5;9;4;6;8;2;0;0;0;2;3;5;8;1;1;0;0;3;4;3;36
55_BAX_J3_Q2;2;55_BAX_J3;55;BAX;3;80;DGC;87;True;False;False;6,566666666666666;394;3;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;3;0;0;0;0;1;1;0;2;7;20,0;28;11;17;6;5;9;4;6;8;2;0;0;0;2;3;5;8;1;1;0;0;3;4;3;36
99_BAX_J3_Q2;2;99_BAX_J3;99;BAX;3;80;DGC;87;True;True;False;5,4;324;3;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;20,0;28;11;17;6;5;9;4;6;8;2;0;0;0;2;3;5;8;1;1;0;0;3;4;3;36
BAX_BAX_J3_Q2;2;BAX_BAX_J3;BAX;BAX;3;80;DGC;87;True;False;False;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;20,0;28;11;17;6;5;9;4;6;8;2;0;0;0;2;3;5;8;1;1;0;0;3;4;3;36
0_BAX_J3_Q3;3;0_BAX_J3;0;BAX;3;80;DGC;87;True;False;False;6,283333333333333;377;2;0;0;0;0;0;0;0;0;0;2;2;0;0;1;1;0;0;0;0;0;0;1;0;4;4;20,0;18;6;12;6;5;7;2;1;5;4;5;6;1;1;3;4;1;4;1;0;1;4;5;0;13
2_BAX_J3_Q3;3;2_BAX_J3;2;BAX;3;80;DGC;87;True;True;False;8,166666666666666;490;10;4;4;0;3;3;0;1;1;0;1;2;1;0;0;0;1;0;1;0;0;1;1;0;3;11;20,0;18;6;12;6;5;7;2;1;5;4;5;6;1;1;3;4;1;4;1;0;1;4;5;0;13
4_BAX_J3_Q3;3;4_BAX_J3;4;BAX;3;80;DGC;87;True;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;18;6;12;6;5;7;2;1;5;4;5;6;1;1;3;4;1;4;1;0;1;4;5;0;13
8_BAX_J3_Q3;3;8_BAX_J3;8;BAX;3;80;DGC;87;True;False;False;3,9;234;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;-1;20,0;18;6;12;6;5;7;2;1;5;4;5;6;1;1;3;4;1;4;1;0;1;4;5;0;13
11_BAX_J3_Q3;3;11_BAX_J3;11;BAX;3;80;DGC;87;True;True;False;6,316666666666666;379;4;1;1;0;1;1;0;0;0;0;2;2;0;0;1;1;0;0;0;0;0;0;2;0;-2;7;20,0;18;6;12;6;5;7;2;1;5;4;5;6;1;1;3;4;1;4;1;0;1;4;5;0;13
12_BAX_J3_Q3;3;12_BAX_J3;12;BAX;3;80;DGC;87;True;True;False;6,1;366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4;0;20,0;18;6;12;6;5;7;2;1;5;4;5;6;1;1;3;4;1;4;1;0;1;4;5;0;13
19_BAX_J3_Q3;3;19_BAX_J3;19;BAX;3;80;DGC;87;True;False;False;3,683333333333333;221;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;20,0;18;6;12;6;5;7;2;1;5;4;5;6;1;1;3;4;1;4;1;0;1;4;5;0;13
32_BAX_J3_Q3;3;32_BAX_J3;32;BAX;3;80;DGC;87;True;False;False;2,6;156;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;4;-1;20,0;18;6;12;6;5;7;2;1;5;4;5;6;1;1;3;4;1;4;1;0;1;4;5;0;13
33_BAX_J3_Q3;3;33_BAX_J3;33;BAX;3;80;DGC;87;True;True;False;3,716666666666667;223;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;-6;-3;20,0;18;6;12;6;5;7;2;1;5;4;5;6;1;1;3;4;1;4;1;0;1;4;5;0;13
47_BAX_J3_Q3;3;47_BAX_J3;47;BAX;3;80;DGC;87;True;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;18;6;12;6;5;7;2;1;5;4;5;6;1;1;3;4;1;4;1;0;1;4;5;0;13
